cve_ent,periodo,entidad,fecha,h,tasa_narco,g,log_itaee,itaee,pi,inpc,d_tc,cetes28,expectativa,d_wti,d_mes02,d_mes03,d_mes04,d_mes05,d_mes06,d_mes07,d_mes08,d_mes09,d_mes10,d_mes11,d_mes12
1,20,Aguascalientes,2005-08-01,0.08759519480472348,0.09154616902169187,-0.03838177242005969,4.0257508358304035,56.022356586798395,0.00143210490489043,60.65155276,-0.0021449768556749405,9.595,4,0.09669596800053792,0,0,0,0,0,0,1,0,0,0,0
1,21,Aguascalientes,2005-09-01,0,0,-0.03301240043493969,4.038833573620921,56.76009770272259,0.005734186461220148,61.00033912,0.010501690232685768,9.214,3.87,0.009189833399386949,0,0,0,0,0,0,0,1,0,0,0
1,22,Aguascalientes,2005-10-01,0.08759519480472348,0.09154616902169187,-0.018859000975384177,4.051333380090352,57.4740407181331,-4.2783355598885464e-4,60.97424671,0.00539588086899867,8.9075,3.77,-0.05210408029218261,0,0,0,0,0,0,0,0,1,0,0
1,23,Aguascalientes,2005-11-01,0.08759519480472348,0.09154616902169187,-0.012054423962063687,4.055556050297142,57.717247767734435,0.0021809116715285626,61.10737127,-0.014033345295988653,8.705,3.67,-0.06537407731305933,0,0,0,0,0,0,0,0,0,1,0
1,24,Aguascalientes,2005-12-01,0.08759519480472348,0.09154616902169187,-0.004225572522625676,4.05962559773901,57.952609428638965,0.006055385696971172,61.47852257,-0.006795055480332657,8.222,3.6,0.018517474667246958,0,0,0,0,0,0,0,0,0,0,1
1,25,Aguascalientes,2006-01-01,0.08586709021266503,0.08966149200309152,7.894097466145666e-4,4.063813470336593,58.1958164782403,0.009920057797674353,62.09142807,-0.004300709901340571,7.88,3.51,0.09743489686231221,0,0,0,0,0,0,0,0,0,0,0
1,26,Aguascalientes,2006-02-01,0,0,0.008221323567635608,4.069853519035113,58.54838573969918,0.0032535947937963883,62.29377742,-0.008110806236329982,7.6075,3.38,-0.06074869425581042,1,0,0,0,0,0,0,0,0,0,0
1,27,Aguascalientes,2006-03-01,0.08586709021266503,0.08966149200309152,0.015556217838173403,4.0752778657809445,58.86683539521042,-5.728920624274991e-4,62.25810003,0.020155762010737543,7.366,3.5099999999999993,0.017053180311725313,0,1,0,0,0,0,0,0,0,0,0
1,28,Aguascalientes,2006-04-01,0.08586709021266503,0.08966149200309152,0.006291052554875165,4.081249269544043,59.2194046566693,0.006377322600293667,62.65640874,0.03058312140667052,7.17,3.64,0.1022611250662182,0,0,1,0,0,0,0,0,0,0,0
1,29,Aguascalientes,2006-05-01,0.23821695541020124,0.26898447600927455,0.009806097197156305,4.089639526107826,59.71836091374162,0.0027413205096689097,62.82840568,0.0037619999529998616,7.0175,3.71,0.01996074256253788,0,0,0,1,0,0,0,0,0,0,0
1,30,Aguascalientes,2006-06-01,0.08586709021266503,0.08966149200309152,0.019219132354261426,4.098236131003722,60.23394904604968,-2.2038575580829445e-4,62.81456072,0.028098707245273857,7.02,3.69,0.0015515906914185251,0,0,0,0,1,0,0,0,0,0,0
1,31,Aguascalientes,2006-07-01,0.3064885920417534,0.3586459680123661,0.024709013666208257,4.106485648434592,60.732905303122,1.6953182747769802e-4,62.82521069,-0.03102036742362868,7.0325,3.600000000000001,0.047614937803118096,0,0,0,0,0,1,0,0,0,0,0
1,32,Aguascalientes,2006-08-01,0.08586709021266503,0.08966149200309152,0.028981602944980978,4.119262210165002,61.51384123150535,0.00756568670855895,63.30232914,-0.014879789150230582,7.032,3.63,-0.01858310512245609,0,0,0,0,0,0,1,0,0,0,0
1,33,Aguascalientes,2006-09-01,0.23821695541020124,0.26898447600927455,0.030359180600364688,4.131877588569514,62.2947771598887,0.008418510025668624,63.8374899,0.009098862276901265,7.055,3.63,-0.13525404593596946,0,0,0,0,0,0,0,1,0,0,0
1,34,Aguascalientes,2006-10-01,0,0,0.03633116532161296,4.143936335282518,63.0505216067113,0.002224694902710489,63.97966693,-0.0057689171999797395,7.05,NA,-0.08008189339426419,0,0,0,0,0,0,0,0,1,0,0
1,35,Aguascalientes,2006-11-01,0,0,0.049650319394103803,4.161157558387197,64.1457320709141,-0.0011408918916986366,63.90671467,-0.0030652700107256514,7.042,3.460000000000001,0.003221160706699422,0,0,0,0,0,0,0,0,0,1,0
1,36,Aguascalientes,2006-12-01,0.08586709021266503,0.08966149200309152,0.0616489217784526,4.1775455567193385,65.2056131653039,0.00545947680268366,64.25656603,-7.547683390924931e-4,7.035,3.47,0.047596557885488444,0,0,0,0,0,0,0,0,0,0,1
